key,text,tag,file,type,protected_text
RB_Quill.label,ranged quill,label,AbilityDef/AbilityDef.xml,def,ranged quill
RB_Quill.description,"Fire a shower of small but deadly venomous barbs that pierce skin and deliver a potent toxin, weakening targets over time.",description,AbilityDef/AbilityDef.xml,def,"Fire a shower of small but deadly venomous barbs that pierce skin and deliver a potent toxin, weakening targets over time."
RB_BeeBody.label,bee body,label,BodyDef/BodyDef.xml,def,bee body
RB_BeeBody.corePart.parts.3.parts.0.parts.1.customLabel,left first eye,customLabel,BodyDef/BodyDef.xml,def,left first eye
RB_BeeBody.corePart.parts.3.parts.0.parts.2.customLabel,left second eye,customLabel,BodyDef/BodyDef.xml,def,left second eye
RB_BeeBody.corePart.parts.5.customLabel,left first leg,customLabel,BodyDef/BodyDef.xml,def,left first leg
RB_BeeBody.corePart.parts.6.customLabel,right first leg,customLabel,BodyDef/BodyDef.xml,def,right first leg
RB_BeeBody.corePart.parts.7.customLabel,left second leg,customLabel,BodyDef/BodyDef.xml,def,left second leg
RB_BeeBody.corePart.parts.8.customLabel,right second leg,customLabel,BodyDef/BodyDef.xml,def,right second leg
RB_BeeBody.corePart.parts.9.customLabel,left third leg,customLabel,BodyDef/BodyDef.xml,def,left third leg
RB_BeeBody.corePart.parts.10.customLabel,right third leg,customLabel,BodyDef/BodyDef.xml,def,right third leg
RB_BeeBody.corePart.parts.11.customLabel,right first wing,customLabel,BodyDef/BodyDef.xml,def,right first wing
RB_BeeBody.corePart.parts.12.customLabel,right second wing,customLabel,BodyDef/BodyDef.xml,def,right second wing
RB_BeeBody.corePart.parts.13.customLabel,left first wing,customLabel,BodyDef/BodyDef.xml,def,left first wing
RB_BeeBody.corePart.parts.14.customLabel,left second wing,customLabel,BodyDef/BodyDef.xml,def,left second wing
RB_HornedBeeBody.label,horned bee body,label,BodyDef/BodyDef.xml,def,horned bee body
RB_HornedBeeBody.corePart.parts.3.parts.0.parts.1.customLabel,left first eye,customLabel,BodyDef/BodyDef.xml,def,left first eye
RB_HornedBeeBody.corePart.parts.3.parts.0.parts.2.customLabel,left second eye,customLabel,BodyDef/BodyDef.xml,def,left second eye
RB_HornedBeeBody.corePart.parts.5.customLabel,left first leg,customLabel,BodyDef/BodyDef.xml,def,left first leg
RB_HornedBeeBody.corePart.parts.6.customLabel,right first leg,customLabel,BodyDef/BodyDef.xml,def,right first leg
RB_HornedBeeBody.corePart.parts.7.customLabel,left second leg,customLabel,BodyDef/BodyDef.xml,def,left second leg
RB_HornedBeeBody.corePart.parts.8.customLabel,right second leg,customLabel,BodyDef/BodyDef.xml,def,right second leg
RB_HornedBeeBody.corePart.parts.9.customLabel,left third leg,customLabel,BodyDef/BodyDef.xml,def,left third leg
RB_HornedBeeBody.corePart.parts.10.customLabel,right third leg,customLabel,BodyDef/BodyDef.xml,def,right third leg
RB_HornedBeeBody.corePart.parts.11.customLabel,right first wing,customLabel,BodyDef/BodyDef.xml,def,right first wing
RB_HornedBeeBody.corePart.parts.12.customLabel,right second wing,customLabel,BodyDef/BodyDef.xml,def,right second wing
RB_HornedBeeBody.corePart.parts.13.customLabel,left first wing,customLabel,BodyDef/BodyDef.xml,def,left first wing
RB_HornedBeeBody.corePart.parts.14.customLabel,left second wing,customLabel,BodyDef/BodyDef.xml,def,left second wing
RB_Sting.label,stinger,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,stinger
RB_LegAttackTool.label,leg,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,leg
RB_Thorax.label,thorax,label,BodyPartDef/BodyPartDef.xml,def,thorax
RB_InsectMouth.label,mouth,label,BodyPartDef/BodyPartDef.xml,def,mouth
RB_Abdomen.label,abdomen,label,BodyPartDef/BodyPartDef.xml,def,abdomen
RB_InsectWing.label,wing,label,BodyPartDef/BodyPartDef.xml,def,wing
RB_SmallInsectLeg.label,small leg,label,BodyPartDef/BodyPartDef.xml,def,small leg
RB_InsectSting.label,stinger,label,BodyPartDef/BodyPartDef.xml,def,stinger
RB_ToxicSting.label,toxic sting,label,DamageDef/DamageDef.xml,def,toxic sting
RB_ToxicSting.deathMessage,{0} has been stung to death.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has been stung to death.
RB_VeryToxicSting.label,very toxic sting,label,DamageDef/DamageDef.xml,def,very toxic sting
RB_VeryToxicSting.deathMessage,{0} has been stung to death.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has been stung to death.
RB_ChemfuelSting.label,chemfuel sting,label,DamageDef/DamageDef.xml,def,chemfuel sting
RB_ChemfuelSting.deathMessage,{0} has been stung to death.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has been stung to death.
RB_BlindingSting.label,blinding sting,label,DamageDef/DamageDef.xml,def,blinding sting
RB_BlindingSting.deathMessage,{0} has been stung to death.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has been stung to death.
RB_ParalyzingSting.label,paralyzing sting,label,DamageDef/DamageDef.xml,def,paralyzing sting
RB_ParalyzingSting.deathMessage,{0} has been stung to death.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has been stung to death.
BR_BeeExplosion.label,bee explosion,label,DamageDef/DamageDef.xml,def,bee explosion
BR_BeeExplosion.deathMessage,{0} has been poisoned to death.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has been poisoned to death.
RB_ToxicBuildup.label,poisoned blood,label,HediffDef/HediffDef.xml,def,poisoned blood
RB_ToxicBuildup.description,"Toxins in the bloodstream. This can come from various sources, including environmental toxins, venomous bites, or poisoned weapons.
\nAt high doses, toxic buildup is lethal. Even at low doses, it can generate cancers.
\nContrary to base game toxic buildup, creatures who die with this toxic damage can be eaten.",description,HediffDef/HediffDef.xml,def,"Toxins in the bloodstream. This can come from various sources, including environmental toxins, venomous bites, or poisoned weapons.(PH_4)(PH_3)At high doses, toxic buildup is lethal. Even at low doses, it can generate cancers.(PH_2)(PH_1)Contrary to base game toxic buildup, creatures who die with this toxic damage can be eaten."
RB_ToxicBuildup.stages.0.label,initial,label,HediffDef/HediffDef.xml,def,initial
RB_ToxicBuildup.stages.1.label,initial,label,HediffDef/HediffDef.xml,def,initial
RB_ToxicBuildup.stages.2.label,minor,label,HediffDef/HediffDef.xml,def,minor
RB_ToxicBuildup.stages.3.label,moderate,label,HediffDef/HediffDef.xml,def,moderate
RB_ToxicBuildup.stages.4.label,serious,label,HediffDef/HediffDef.xml,def,serious
RB_ToxicBuildup.stages.5.label,extreme,label,HediffDef/HediffDef.xml,def,extreme
RB_ChemfuelBuildup.label,injected chemfuel,label,HediffDef/HediffDef.xml,def,injected chemfuel
RB_ChemfuelBuildup.description,"Chemfuel in the bloodstream.
\nAt high doses, this is lethal. Even at low doses, it can generate cancers.
\nContrary to base game toxic buildup, creatures who die with injected chemfuel can be eaten.",description,HediffDef/HediffDef.xml,def,"Chemfuel in the bloodstream.(PH_4)(PH_3)At high doses, this is lethal. Even at low doses, it can generate cancers.(PH_2)(PH_1)Contrary to base game toxic buildup, creatures who die with injected chemfuel can be eaten."
RB_ChemfuelBuildup.stages.0.label,initial,label,HediffDef/HediffDef.xml,def,initial
RB_ChemfuelBuildup.stages.1.label,initial,label,HediffDef/HediffDef.xml,def,initial
RB_ChemfuelBuildup.stages.2.label,minor,label,HediffDef/HediffDef.xml,def,minor
RB_ChemfuelBuildup.stages.3.label,moderate,label,HediffDef/HediffDef.xml,def,moderate
RB_ChemfuelBuildup.stages.4.label,serious,label,HediffDef/HediffDef.xml,def,serious
RB_ChemfuelBuildup.stages.5.label,extreme,label,HediffDef/HediffDef.xml,def,extreme
RB_BlindingBuildup.description,"Blinding venom in the bloodstream. This venom is not lethal, but it will last for a while before it stops affecting sight.",description,HediffDef/HediffDef.xml,def,"Blinding venom in the bloodstream. This venom is not lethal, but it will last for a while before it stops affecting sight."
RB_BlindingBuildup.label,blinding venom,label,HediffDef/HediffDef.xml,def,blinding venom
RB_BlindingBuildup.stages.0.label,initial-hidden,label,HediffDef/HediffDef.xml,def,initial-hidden
RB_BlindingBuildup.stages.1.label,initial,label,HediffDef/HediffDef.xml,def,initial
RB_BlindingBuildup.stages.2.label,minor,label,HediffDef/HediffDef.xml,def,minor
RB_BlindingBuildup.stages.3.label,moderate,label,HediffDef/HediffDef.xml,def,moderate
RB_BlindingBuildup.stages.4.label,serious,label,HediffDef/HediffDef.xml,def,serious
RB_BlindingBuildup.stages.5.label,extreme,label,HediffDef/HediffDef.xml,def,extreme
RB_BlindingBuildup.stages.6.label,nauseating,label,HediffDef/HediffDef.xml,def,nauseating
RB_ParalysisBuildup.label,paralysis,label,HediffDef/HediffDef.xml,def,paralysis
RB_ParalysisBuildup.description,"A fast acting toxin is coursing through this creature's veins, paralyzing his muscles. It will wear off after a while.",description,HediffDef/HediffDef.xml,def,"A fast acting toxin is coursing through this creature's veins, paralyzing his muscles. It will wear off after a while."
RB_ParalysisBuildup.stages.0.label,initial,label,HediffDef/HediffDef.xml,def,initial
RB_ParalysisBuildup.stages.1.label,stunned,label,HediffDef/HediffDef.xml,def,stunned
RB_ParalysisBuildup.stages.2.label,very stunned,label,HediffDef/HediffDef.xml,def,very stunned
RB_ParalysisBuildup.stages.3.label,paralysed,label,HediffDef/HediffDef.xml,def,paralysed
